#,,,This the actual injection volume on the column,,,,Relic from BMIS for pooled full and half,A dilution factor of 2 is a 1 to 1 dilution of sample to water
Sample.Name,Notes,Column,uLonColumn,Fraction,Sample.Group,Treatment.Group,Inj.vol,Dilution.Factor
190715_Blk_Blk_70,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_KM1910S2CTD2D1000-Blk_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D175_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_71,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_QC-KM1906_H,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Half2,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,0.5,4
190715_Poo_TruePooKM1910_Full2,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_72,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD2D770_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD15D500_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_73,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD2D1000_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD15D300_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_74,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD2D770_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD21D4000_A,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_75,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D150_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D175_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_76,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD15D500_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D75_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_77,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D25_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD15D225_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_78,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D150_C,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD15D300_B,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_79,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD15D300_A,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Smp_KM1910S2CTD10D175_A,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_80,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_QC-KM1906_I,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Half3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,0.5,4
190715_Poo_TruePooKM1910_Full3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_81,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_DDApos20,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_DDAneg20,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_82,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_DDApos35,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_DDAneg35,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_83,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_DDApos50,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_DDAneg50,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_84,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_SWATHpos20,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_SWATHneg20,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_82a,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_SWATHpos35,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_SWATHneg35,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_83a,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_SWATHpos50,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_SWATHneg50,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_84a,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Fullpos60,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Fullneg60,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_85,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Fullpos120,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Fullneg120,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_86,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Fullpos240,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Poo_TruePooKM1910_Fullneg240,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Blk_Blk_87,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,2
190715_Std_H2OinMatrix_3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Std_4uMStdsMix1InH2O_3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Std_4uMStdsMix2InH2O_3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Std_4uMStdsMix1InMatrix_3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Std_4uMStdsMix2InMatrix_3,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_88,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_89,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_90,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_91,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_92,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_93,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_94,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_95,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Smp_KelpA_AsBlast,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Poo_QC-KM1906_AsBlast,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Blk_Blk_96,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Smp_KelpA_AsBlast80,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Smp_KelpA_AsBlast100,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Smp_KelpA_AsBlast125,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Smp_KelpA_AsBlast150,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
190715_Smp_KelpA_AsBlast175,,ZIC pHILIC_85 to 15_ACN,2,HILIC,,1,1,
